gen,sp,filename
Rallus,aquaticus,XC442787-xc-wa005228-20181113-Rallus-aquaticus.wav
Rallus,aquaticus,XC424741-DM671902_WRa-cut1ab-rau11.wav
Rallus,aquaticus,XC528524-Wasserralle 191124 Wasenlöcher.wav
Rallus,aquaticus,XC266425-wasserr0535.wav
Rallus,aquaticus,XC469941-Wasserralle_190501_0093.wav
Rallus,aquaticus,XC507438-wasserr0925.wav
Rallus,aquaticus,XC543978-Rale d'eau (19).wav
Rallus,aquaticus,XC217396-wasserr0550.wav
Rallus,aquaticus,XC375609-WASSERRALLE  14.06.2017  Finning  5_49  Ausschn.   VOC_170614-5416   Ausschn..wav
Rallus,aquaticus,XC112198-2012_10_18_T774_WaterRail_Helgoland-Duene-Golfteich_08Uhr50.wav
Rallus,aquaticus,XC408075-wasserr0725.wav
Rallus,aquaticus,XC469019-Chouette effraie (1).wav
Rallus,aquaticus,XC385231-wasserr0813.wav
Rallus,aquaticus,XC233039-wasserr1415.wav
Rallus,aquaticus,XC337863-GER Mystery 1300 160918 spl NK.wav
Rallus,aquaticus,XC112165-2012_10_18_T767_WaterRail_Helgoland-Duene-FriedhDNamenl_08Uhr33.wav
Rallus,aquaticus,XC112163-2012_10_18_T764_WaterRail_Helgoland-Duene-FriedhDNamenl_08Uhr26.wav
Rallus,aquaticus,XC572213-Rale d'eau (21).wav
Rallus,aquaticus,XC555642-wasserr742.wav
Rallus,aquaticus,XC468948-190414 06 52 44 LT 0307 Wasserralle Lampertshäuser Teiche cut.wav
Rallus,aquaticus,XC571144-WASSERRALLE 22.06.2020  Zellsee S  7_17   VOC_200622-1128  A.wav
Rallus,aquaticus,XC320112-Wasserralle.wav
Rallus,aquaticus,XC605405-Rale d'eau (aberrant).wav
Rallus,aquaticus,XC442785-xc-wa005199-20181113-Trillerruf.wav
Rallus,aquaticus,XC543441-Wasserralle_NFC_08.04.2020_NW_04.01Uhr.wav
Rallus,aquaticus,XC561199-Rale d'eau (combi 2 cris).wav
Rallus,aquaticus,XC599712-wasserralle1005.wav
Rallus,aquaticus,XC418762-180605 Curauer Moor unbekannt c Huhn?.wav
Rallus,aquaticus,XC555643-wasserr0743.wav
Rallus,aquaticus,XC326220-160707_01XC.wav
Rallus,aquaticus,XC362201-Wasserralle2_29.wav
Rallus,aquaticus,XC112164-2012_10_18_T765_WaterRail_Helgoland-Duene-FriedhDNamenl_08Uhr28.wav
Rallus,aquaticus,XC483857-WASSERRALLE  4.05.2019  Zellsee Süd  aus  ZOOM0031  08_09 Uhr   Langzeit.wav
Rallus,aquaticus,XC287221-Wasserralle long 60.wav
Rallus,aquaticus,XC287222-Wasseralle song + calls.wav
Rallus,aquaticus,XC555639-wasserr0741.wav
Rallus,aquaticus,XC112166-2012_10_18_T769_WaterRail_Helgoland-Duene-FriedhDNamenl_08Uhr36.wav
Rallus,aquaticus,XC366514-Wasserralle.wav
Rallus,aquaticus,120428 ralaqu G 01.wav
Rallus,aquaticus,XC568884-Wasserralle_NFC_16.06.2020_NW_02.50.wav
Rallus,aquaticus,XC555387-Rale d'eau (20).wav
Rallus,aquaticus,XC522015-191226_1139.wav
Rallus,aquaticus,"XC312743-Wasserralle, Schweineruf  16.04.2016  Zellsee s  9_18  VOC_160416-3985   gült. 2.wav"
Rallus,aquaticus,XC476113-Wasserralle_190519_0108.wav
Rallus,aquaticus,XC577613-200709_06XC.wav
Rallus,aquaticus,"XC482661-WASSERRALLEN, 11x Schweineruf  aus  ZOOM0031  Langzeit  8_08 - 10_25  4.05.2019  Zellsee Süd.wav"
Rallus,aquaticus,"XC431029-WASSERRALLE, Gesang (schnell)  11.06.2015   Zellsee  6_59  VOC_150611-2545  ges.   GÜLT..wav"
Rallus,aquaticus,XC469468-Wasserralle_190415_0086.wav
Rallus,aquaticus,XC476386-Wasserralle2_190523_0113.wav
Rallus,aquaticus,XC627042-Rallus_aquaticus_2021-03-06-0230_NocMig.wav
Rallus,aquaticus,XC287217-WASSERRALLE.wav
Rallus,aquaticus,XC287219-Wasserralle short.wav
Rallus,aquaticus,XC313400-wasserr0825.wav
Rallus,aquaticus,XC476114-Wasserralle_190520_0109.wav
Rallus,aquaticus,XC586015-unbekannt_NW_NFC_01.09.2020_2.41.wav
Rallus,aquaticus,XC385230-wasserr0812.wav
Rallus,aquaticus,XC465496-190406_0261_20ieXC.wav
Rallus,aquaticus,XC504584-WASSERRALLEN    18.10.2019  Zellsee S   9_32  VOC_191018-0048gült..wav
Rallus,aquaticus,XC552391-30.04.2020_2.wav
Rallus,aquaticus,XC382290-Wasserralle3.wav
Rallus,aquaticus,XC377390-WASSERRALLE  5.06.2016   Egelsee S   6_43   VOC_160605-4497  -  Ausschn.  gült..wav
Rallus,aquaticus,XC283934-WASSERRALLE 20.9.‎2015  Zellsee S 11_48 - ‏‎11_56  VOC_150920-3287  Ausschn (2).wav
Rallus,aquaticus,XC574644-Rale d'eau (24).wav
Rallus,aquaticus,XC509270-Wasserralle_180418_Drage_0086.wav
Rallus,aquaticus,XC577637-200711_06T1_Wasserralle.wav
Rallus,aquaticus,XC541339-Wasserralle_NFC_04.04.2020_02.49Uhr_NW.wav
Rallus,aquaticus,XC112196-2012_10_18_T771_WaterRail_Helgoland-Duene-FriedhDNamenl_08Uhr38.wav
Rallus,aquaticus,"XC425998-WASSERRALLE, Rufreihe  ‎20.09.‎2015  Zellsee  ‏‎12_47  VOC_150920-3287  gek..wav"
Ardeola,ralloides,XC561193-Bihoreau gris (tbc).wav
Spinus,spinus,XC351437-170119_06XC.wav
Spinus,spinus,XC198919-30503 - 2 m mp3.wav
Spinus,spinus,XC593175-555588-ö-03high.wav
Spinus,spinus,XC127365-ZeisigeBerl61-26-3-13_9-05.wav
Spinus,spinus,XC199620-30507_164 - 1 m mp3.wav
Spinus,spinus,XC306794-5101_200-01hiaudequ mp3.wav
Spinus,spinus,XC406736-180321_1277 Nanhofen_0900 Syskin1.wav
Spinus,spinus,XC406735-180321_1277 Nanhofen_0830 Syskin call2.wav
Spinus,spinus,XC606477-201123_mp3.0030-01ö (21).wav
Spinus,spinus,XC202991-141108ErlenzeisigFlugrufFH2edit.wav
Spinus,spinus,XC289307-151105ErlenzeisigFlugrufFH1edit.wav
Spinus,spinus,XC112611-2012_11_11_T861_Erlenzeisig_ViernheimerH_10Uhr50.wav
Spinus,spinus,XC605456-201121_mp3.0026-01ö (21).wav
Spinus,spinus,XC603511-lox201106_mp3.0020-01ö (6).wav
Spinus,spinus,XC354563-170204ErlenzeisigFlugrufFH7.wav
Spinus,spinus,XC435263-BIF2085-1_PFR14210-1_1-00_171231_BIO_esisk-FL-SC-FC-50-FC-SC_cchaffin-coelebs-1-FC_crpoll-FL-FC_d_darsswald_REF-S_788_C_C_D.wav
Spinus,spinus,XC298243-5048_000-06hiequ mp3.wav
Spinus,spinus,XC204674-30627_000-3m mp3.wav
Spinus,spinus,XC172664-Erlenzeisig Schwarm 1.wav
Spinus,spinus,XC467538-ErlenzeisigXC.wav
Spinus,spinus,"XC453185-ERLENZEISIGE, Rufe  19.01.2019  Hofstetten  11_25  VOC_190119-6931  Gült..wav"
Spinus,spinus,XC292458-151125ErlenzeisigFlugrufFH1edit.wav
Spinus,spinus,XC306397-160309_14XC.wav
Spinus,spinus,XC211825-30666_000-05 µ mp3.wav
Spinus,spinus,XC311090-1248_062-09audj mp3.wav
Spinus,spinus,XC206416-141213ErlenzeisigFlugrufFH1.wav
Spinus,spinus,XC211390-erl0930.wav
Spinus,spinus,XC624837-walk37682mp3 (7).wav
Spinus,spinus,XC305716-5093_239-02hiaudequ mp3.wav
Spinus,spinus,XC202374-30586 m mp3.wav
Spinus,spinus,XC214847-Erlenzeisige.wav
Spinus,spinus,XC455331-2019.01.10_10.08_01.wav
Spinus,spinus,XC521405-erl0843.wav
Spinus,spinus,XC302065-5070_000-04hiequ mp3.wav
Spinus,spinus,XC297387-151226ErlenzeisigFlugrufFH2edit   8°.wav
Spinus,spinus,XC360474-2817-03_179-02tut mp3.wav
Spinus,spinus,XC351808-170121_05XC.wav
Spinus,spinus,XC419720-Spinus spinus_2016.12.08.wav
Spinus,spinus,XC623799-210223_0240 Erlenzeisig Schilfbruch.wav
Spinus,spinus,XC201529-30579_192-3m mp3.wav
Spinus,spinus,2012_03_10_Carduelis_spinus_ViernhHeide_10Uhr33.wav
Spinus,spinus,XC606716-201123_mp3.0030-02ö (5).wav
Spinus,spinus,XC435256-BIF2079-1_PFR12092_2-11_160927_BIO_esisk-1-SC_d_mv_prerow_REF-S_C.wav
Spinus,spinus,XC166914-140208ErlenzeisigGruppengesangFH7.wav
Spinus,spinus,XC128579-2013_03_28_Erlenzeisig_Deidesheim_07Uhr43_T983.wav
Spinus,spinus,XC305579-x5090_179-07hiequ mp3.wav
Spinus,spinus,XC128822-ErlenzeisigRufBerl61-7-4-13_6-55.wav
Spinus,spinus,XC607171-181120_0043ÜÜ-02a-ö-02T.wav
Spinus,spinus,XC595948-181110_0032Ü-01a-ö-08µµ mp3.wav
Spinus,spinus,XC579486-xc-wa009318-000003.wav
Spinus,spinus,XC204676-30627_000-5m mp3.wav
Spinus,spinus,XC406734-180321_1277 Nanhofen_0830 Syskin call1.wav
Spinus,spinus,XC605037-201122_mp3.0028-01ö (10).wav
Spinus,spinus,XC435259-BIF2082-1_PFR14202_2-10_171231_BIO_esisk-1-SC-SC_d_darsswald_REF-S_788_B.wav
Spinus,spinus,XC298220-5054_000-04hiequ mp3.wav
Spinus,spinus,XC203581-30619_195-2m mp3.wav
Spinus,spinus,XC298255-5051_000-07hiequkk mp3.wav
Spinus,spinus,XC521403-Erlenzeisigschwarm.wav
Spinus,spinus,"XC453138-ERLENZEISIGE, Gruppengesang  19.01.2019  Hofstetten 11_02 VOC_190119-6927  Teil1  gült.wav"
Spinus,spinus,XC605048-201122_mp3.0028-01ö (20).wav
Spinus,spinus,"XC623725-ERLENZEISIGE, Gruppen- u. Einzelgesang  6.02.2021  Lengenfeld  VOC_210206-1673 G.wav"
Spinus,spinus,XC579484-xc-wa009314-000000.wav
Spinus,spinus,Carduelis spinus June86-1.wav
Spinus,spinus,XC435255-BIF2078-1_PFR10309_3-11_141027_BIO_esisk-2-SC_d_sn_werb-see_REF-S_C.wav
Spinus,spinus,XC172663-Erlenzeisig.wav
Spinus,spinus,XC305580-x5090_179-08hirauaud mp3.wav
Spinus,spinus,XC305593-x5091_053-02hiequ mp3.wav
Spinus,spinus,XC200556-141027UnbekanntFH2.wav
Spinus,spinus,XC302066-5070_000-05hiequ mp3.wav
Spinus,spinus,XC305627-x5092_240-08hiequ mp3.wav
Spinus,spinus,XC313179-5139_053-04audj mp3.wav
Spinus,spinus,ZeisigRuesmoor20-2-12_10-38xc.wav
Spinus,spinus,XC579485-xc-wa009317-000019.wav
Spinus,spinus,XC348271-161227ErlenzeisigRufFH2edit.wav
Spinus,spinus,XC593393-555590-ö-15high-spinu.wav
Spinus,spinus,XC595946-181110_0032Ü-01a-ö-06µµ mp3.wav
Spinus,spinus,XC435254-BIF2077-1_PFR00772_2-11_071028_BIO_esisk-FL-SC-FC_d_sn_torgau_MS_B.wav
Spinus,spinus,XC168139-tmp_recording-20140225-1011271590612157.wav
Spinus,spinus,"XC615838-Erlenzeisig, überfliegend  18.01.2021 Oberhauser W.  11_05  VOC_200118-1615.wav"
Spinus,spinus,XC603636-Tarin des aulnes (2).wav
Spinus,spinus,XC406738-180321_1277 Nanhofen_0900 Syskin3.wav
Spinus,spinus,XC453785-Emberiza schoeniclus_call_2018.12.31_10.36_01Neuenheimer Feld.wav
Spinus,spinus,XC305727-5095_120-09-180-01hiaudequ(1).wav
Spinus,spinus,XC204677-30630_000-2m mp3.wav
Spinus,spinus,XC200063-30542 - 1 m mp3.wav
Spinus,spinus,XC596114-181110_0032Ü-01e-ö-17µµ mp3.wav
Spinus,spinus,XC507042-Erlenzeisig.wav
Spinus,spinus,XC305592-x5091_053-01hiequ mp3.wav
Spinus,spinus,XC346387-161210ErlenzeisigRufFH1edit.wav
Spinus,spinus,XC292430-151124ErlenzeisigFlugrufFH2edit.wav
Spinus,spinus,XC460914-2019.02.15_10.48_01.wav
Spinus,spinus,XC605926-201122_mp3.0028-02ö (5).wav
Spinus,spinus,XC435253-BIF2076-1_PFR12415_2-11_170219_BIO_esisk-8-FC-SC_d_st_fwz-mannh_REF-S_B.wav
Spinus,spinus,"XC567720-200120_1686 1105 Zeisige. Berlin, Spandauer Forst. Stephan Risch.wav"
Spinus,spinus,XC284973-ERLENZEISIGE  12.10.2015  Kiesgrube Memmimg  13_00  VOC_151210-3391.wav
Spinus,spinus,XC168157-LS_30045-1x mp3.wav
Spinus,spinus,XC624152-ruf37675mp3 (4).wav
Spinus,spinus,XC311079-1247_000-01audj mp3.wav
Spinus,spinus,ZeisigRuesmoor20-2-12_10-28.wav
Spinus,spinus,XC303520-1220µhiequ mp3.wav
Spinus,spinus,XC624836-walk37682mp3 (6).wav
Spinus,spinus,XC305730-5095_180-05hiaudequ mp3.wav
Spinus,spinus,XC201886-30573 - 1 m mp3.wav
Spinus,spinus,XC304232-ERLENZEISIGE  9.02.2016  HhWald S  11_25  VOC_160209-3623  Ausschn.  gült.wav
Spinus,spinus,XC531398-xc-wa007747-000016-Spinus-spinus.wav
Spinus,spinus,XC603955-lox201108_mp3.0024ö (17).wav
Spinus,spinus,XC310480-1242_125-05hiaudequ mp3.wav
Spinus,spinus,XC305710-5093_000-03hiequ mp3.wav
Spinus,spinus,XC305530-x5090_000-13hiequ mp3.wav
Spinus,spinus,XC605909-201121_mp3.0026-01ö (32).wav
Spinus,spinus,XC307139-5102_179-08hiaudequ mp3.wav
Spinus,spinus,XC600867-201031_mp3.0012ö (14).wav
Spinus,spinus,XC199619-30507_054 - 2 m mp3.wav
Spinus,spinus,XC200051-30524 - 2 m mp3.wav
Spinus,spinus,XC442801-xc-wa005395-20181117-Carduelis-spinus.wav
Spinus,spinus,"XC453139-ERLENZEISIGE,, Gruppen- u. Einzelgesang, Rufe  19.01.2019  Hofstetten  11_25 VOC_190119-6931.wav"
Spinus,spinus,XC585885-erle0657.wav
Spinus,spinus,XC303260-1206_000-10hiequ mp3.wav
Spinus,spinus,XC190368-Siskin_20140307_080942_prepared.wav
Spinus,spinus,XC204675-30627_000-4m mp3.wav
Spinus,spinus,XC595151-109_0031Ü-03v-ö-04-mµ mp3.wav
Spinus,spinus,XC435258-BIF2081-1_PFR14201_2-11_171231_BIO_esisk-1-SC-FC_d_darsswald_REF-S_788_B.wav
Spinus,spinus,XC305728-5095_180-02hiaudequ mp3.wav
Spinus,spinus,XC298253-5051_000-05hiequkk mp3.wav
Spinus,spinus,"XC304265-ERLENZEISIGE, Gruppengesang    26.12.2015  Thaining, Dorf  11_33   VOC_151226-3510  gült..wav"
Spinus,spinus,XC435260-BIF2083-1-1_PFR14204-1_2-11_171231_BIO_esisk-60-FC-SC_crpoll-ssp-FC_d_darsswald_REF-S_788_C_C.wav
Spinus,spinus,XC601309-201101_mp3.0014ö-1 (2).wav
Spinus,spinus,XC600378-181120_0043ÜÜ-01a-ö-11NN----.wav
Spinus,spinus,XC453137-ERLENZEISIG 19.01.2019  Hofstetten 11_18  VOC_190119-6928 Gült.wav
Spinus,spinus,XC595942-181110_0032Ü-01a-ö-01µµ mp3.wav
Spinus,spinus,XC302109-5075_000-01hiequ mp3.wav
Spinus,spinus,XC302050-5067_059-05hiequ mp3.wav
Spinus,spinus,XC211841-30687_000-05-µtru mp3.wav
Spinus,spinus,XC351436-170119_07XC.wav
Spinus,spinus,XC200057-30533 - 1 m mp3.wav
Spinus,spinus,XC435262-BIF2084-1_PFR14206-1_2-11_171231_BIO_esisk-FL-FC-SC_crpoll-ssp-1-FC_d_darsswald_REF-S_788_B_C.wav
Spinus,spinus,ZeisigRuesmoor20-2-12_10-30.wav
Spinus,spinus,XC435257-BIF2080-1_PFR00771_2-11_061223_BIO_esisk-FL-FC-SC_d_mv_sund-wiesen_MS_C.wav
Spinus,spinus,XC128823-ErlenzeisigBerl61-7-4-13_7-05.wav
Spinus,spinus,XC591143-Tarin des aulnes (1).wav
Spinus,spinus,ZeisigeHooksbgS4-4-11_16-02.wav
Spinus,spinus,XC306435-5096_119-02hiaudequ mp3.wav
Spinus,spinus,XC605047-201122_mp3.0028-01ö (19).wav
Spinus,spinus,XC624835-walk37682mp3 (5).wav
Spinus,spinus,XC311087-1248_062-03audj mp3.wav
Spinus,spinus,XC406737-180321_1277 Nanhofen_0900 Siskin2.wav
Poecile,palustris,ggfSumpfmeiseDannholt22-3-11_17-27.wav
Poecile,palustris,"XC581965-SUMPFMEISEN, Kontergesang  24.01.2020  Egelsee 10_26  VOC_200124-0133.wav"
Poecile,palustris,XC124744-SumpfmRuesdMoorSE12-3-13_17-33.wav
Poecile,palustris,XC468227-109_0031Ü-03v-ö-01kµTHI-06 mp3.wav
Poecile,palustris,XC509413-S-all-a-31883-02-SELECT04Wav-001-02.wav
Poecile,palustris,XC310464-1237_125-04hiaudequ mp3.wav
Poecile,palustris,XC435401-BIF2665-1_PFR14128_2-11_171119_BIO_matit-palustris-1-FC_d_st_goethewitz_REF-S_C.wav
Poecile,palustris,XC217409-150309SumpfmeiseGesangFH6edit.wav
Poecile,palustris,XC419714-Poecile-palustris_song_2016.03.26.wav
Poecile,palustris,XC597078-181110_0032Ü-02f-ö-09fra mp3.wav
Poecile,palustris,XC535994-200318_16Sumpfmeise.wav
Poecile,palustris,"XC325646-SUMPFMEISEN, ad. u. flügge   31.05.2016  Achselschwanger Flur  17_33   VOC_160530-4470.wav"
Poecile,palustris,marsh-tit-viernheimer-heide-21-03-2010.wav
Poecile,palustris,XC583917-z31737-b-ö-21-VERY-VERY--SUMPFMEI+flugzeu+eichelhäher-!DROP!!!!song!!!!!-ALL-NNNN.wav
Poecile,palustris,XC302117-5076_119-06hiequ mp3.wav
Poecile,palustris,XC234156-sumpfm0715.wav
Poecile,palustris,XC238577-30724_188-02ri-renw mp3.wav
Poecile,palustris,2012_03_10_poecile_palustris_ViernhHeide_9Uhr16.wav
Poecile,palustris,XC605053-201122_mp3.0028-01ö (23).wav
Poecile,palustris,XC467917-181110_0032Ü-02f-ö-08fra mp3.wav
Poecile,palustris,XC468203-109_0031Ü-03v-ö-01kµTHI-01 mp3.wav
Poecile,palustris,XC302022-5058_000-03hiequ.wav
Poecile,palustris,XC243664-Sumpfmeise Reviergesang 2.wav
Poecile,palustris,XC519722-sumpfm1431.wav
Poecile,palustris,SumpfmSuederwohldN6-4-11_18-09.wav
Poecile,palustris,XC535995-200318_14Sumpfmeise.wav
Poecile,palustris,XC521382-555570a-mp3- (3).wav
Poecile,palustris,XC605928-201122_mp3.0028-02ö (7).wav
Poecile,palustris,XC597086-181110_0032Ü-03a-ö-05fra mp3.wav
Poecile,palustris,XC243759-150517_16SumpfmeiseXC.wav
Poecile,palustris,xc-wa001046-200802101017-parpal.wav
Poecile,palustris,XC599477-181120_0043ÜÜ-01a-ö-09NN-specia.wav
Poecile,palustris,XC193592-140820SumpfmeiseFH1edit.wav
Poecile,palustris,XC195945-30467_000 - 15 x mp3.wav
Poecile,palustris,XC596897-181110_0032Ü-02f-ö-01fra mp3.wav
Poecile,palustris,XC393665-020836_766-05´ mp3.wav
Poecile,palustris,XC127125-Marsh Tit_20130324_082310_prepared.wav
Poecile,palustris,XC165637-140128_0340HEqNR mp3.wav
Poecile,palustris,XC196399-140922SumpfmeiseAlarmFH1edit.wav
Poecile,palustris,XC196400-140921SumpfmeiseRufFH2edit.wav
Poecile,palustris,XC462298-2018.12.30_10.59_01.wav
Poecile,palustris,XC303519-1219µhiequ mp3.wav
Poecile,palustris,XC296165-31183-02hiequ mp3.wav
Poecile,palustris,XC500886-higINDiS_31948all02 mp3 (2).wav
Poecile,palustris,"XC567398-200416_1969 1229 Sumpfmeise. D, Berlin, Spandauer Forst. Stephan Risch.wav"
Poecile,palustris,XC526209-Sumpfmeise.wav
Poecile,palustris,XC583910-z31737-b-ö-06very-ALLsumpfm-NNN.wav
Poecile,palustris,XC624170-Sumpfmeise.wav
Poecile,palustris,XC189461-30382-YYYY-1 x mp3.wav
Poecile,palustris,XC606471-201123_mp3.0030-01ö (14).wav
Poecile,palustris,XC363832-Sumpfmeise jung.wav
Poecile,palustris,XC496718-S.Ü31877WavA01-02-15.wav
Poecile,palustris,XC463407-Poecile palustris_2019.02.20_15.13_01.wav
Poecile,palustris,XC522691-555581-Wav02.wav
Poecile,palustris,XC596900-181110_0032Ü-02f-ö-08fra mp3.wav
Poecile,palustris,"XC335823-160206SumpfmeiseAlarmFH1edit 49.00734 Nord,   8.90596 Ost, 289 m.wav"
Poecile,palustris,XC496717-S.Ü31877WavA01-02-12.wav
Poecile,palustris,XC399384-31683-02fwr mp3.wav
Poecile,palustris,XC360468-2817-02_179-05tut mp3.wav
Poecile,palustris,XC311096-1249_062-01audj mp3.wav
Poecile,palustris,XC435400-BIF2664-1_PFR14001_2-11_171010_BIO_matit-palustris-2-FC_d_mv_kueborn_REF-S_C-B.wav
Poecile,palustris,XC218035-1698ul-renw mp3.wav
Poecile,palustris,XC598607-181110_0032Ü-02f-ö-12fra mp3.wav
Poecile,palustris,XC520176-555567-a-Wav-07-SCHWANZ.palustri.wav
Poecile,palustris,XC408415-180331_001122.wav
Poecile,palustris,XC363744-Glanskop koppel.wav
Poecile,palustris,XC597083-181110_0032Ü-03a-ö-03fra mp3.wav
Poecile,palustris,XC597081-181110_0032Ü-03a-ö-01fra mp3.wav
Poecile,palustris,XC402705-180213_1274 Ammersee_1215 MarshTit.wav
Poecile,palustris,XC133481-Marsh Tit_20130509_084714_prepared.wav
Poecile,palustris,XC624852-walk37682mp3 (21).wav
Poecile,palustris,XC125797-SumpfmPresterbueth-N-15-2-8_16-03.wav
Poecile,palustris,XC185961-30315_352 - 3x mp3.wav
Poecile,palustris,XC335825-160210SumpfmeiseGesangFH1edit.wav
Poecile,palustris,XC385416-Marsh Tit_20170808_060614_prepared.wav
Poecile,palustris,XC410582-DM671311_Sum-sM-Rufe_Kch-Kb_xc.wav
Poecile,palustris,XC598615-181110_0032Ü-02f-ö-19fra mp3.wav
Poecile,palustris,XC310491-1243_062-04hiaudequ mp3.wav
Poecile,palustris,XC333099-Sumpfmeise calls Kontaktrufe 2016 09 03 Kemmerlang XENO.wav
Poecile,palustris,XC355944-078A_170216_1251.wav
Poecile,palustris,XC587435-555585-ö-03middle.wav
Poecile,palustris,XC466503-+++FRVV555597t-ö-01µ mp3.wav
Poecile,palustris,XC232854-30700_000-02ul-renw mp3.wav
Poecile,palustris,XC366401-0319-05_050-02-02tut mp3.wav
Poecile,palustris,XC357056-056-02_124-02tut mp3.wav
Poecile,palustris,XC530626-sumpfm0757.wav
Poecile,palustris,XC624853-walk37682mp3 (22).wav
Poecile,palustris,XC302908-sumpfm0830.wav
Poecile,palustris,XC285425-LS_31081-02hi mp3.wav
Poecile,palustris,XC296166-31183-04hiequ mp3.wav
Poecile,palustris,XC186449-LS_30338 x mp3.wav
Poecile,palustris,XC541414-DM673170_Sum_cut1b_rau1_Noise.wav
Poecile,palustris,XC333344-160808SumpfmeiseRufFH1edit.wav
Poecile,palustris,XC537068-sumpfm0529.wav
Poecile,palustris,XC466401-ppMMlow++++FRVV555597p-ö-19µ(224) mp3.wav
Poecile,palustris,SumpfmeisenRWLiethLohb19-3-12_8-45.wav
Poecile,palustris,XC302105-5073_179-03hiequ mp3.wav
Poecile,palustris,XC206804-sumpfmeise0815 (2).wav
Poecile,palustris,XC462039-.2019.02.25_12.47_01.wav
Poecile,palustris,XC598610-181110_0032Ü-02f-ö-15fra mp3.wav
Poecile,palustris,XC597089-181110_0032Ü-03a-ö-08fra mp3.wav
Poecile,palustris,2012_03_10_poecile_palustris_ViernhHeide_8Uhr30.wav
Poecile,palustris,XC600391-181120_0043ÜÜ-01j-ö-01a---speciaNN.wav
Poecile,palustris,XC296167-31183-03hiequ mp3.wav
Poecile,palustris,XC587803-555585-ö-22middle.wav
Poecile,palustris,XC206920-30650_068-6µ mp3.wav
Poecile,palustris,XC454041-sumpfmeise0928.wav
Poecile,palustris,XC302103-5073_119-07hiequ mp3.wav
Poecile,palustris,XC418081-Poecile palustris.wav
Poecile,palustris,XC536876-DM673150_Sum_rau1_cut3a.wav
Poecile,palustris,XC524322-555583-Wav17.wav
Poecile,palustris,XC206922-30650_136-1µ mp3.wav
Poecile,palustris,XC600386-181120_0043ÜÜ-01a-ö-14T.wav
Poecile,palustris,XC199525-141015SumpfmeiseAlarmFH2a.wav
Poecile,palustris,XC169307-140308SumpfmeiseRufFH2.wav
Poecile,palustris,XC408374-180330_00011.wav
Poecile,palustris,XC600393-181120_0043ÜÜ-01j-ö-03-all-NN.wav
Poecile,palustris,XC131612-SumpfmKreistannenS25-4-13_11-40.wav
Poecile,palustris,XC213770-150126SumpfmeiseGesang5edit.wav
Poecile,palustris,XC354906-170130SumpfmeiseGesangRufFlugrufFH2.wav
Poecile,palustris,ggfSumpfmeiseDannholt22-3-11_17-50.wav
Poecile,palustris,XC217322-0372hernhiN-renw mp3.wav
Poecile,palustris,XC215745-150221_1612 Sumpfmeise-A Gesang BaumgartenXENO.wav
Poecile,palustris,XC214910-30700_000-02mut mp3.wav
Poecile,palustris,XC624854-walk37682mp3 (23).wav
Poecile,palustris,XC374123-POEPAL_20170606_0645_Rerik_Calls-Juv.wav
Poecile,palustris,XC400936-180124_161 1100 Mammendorf Marsh Tit.wav
Poecile,palustris,XC403032-sumpfm0724.wav
Poecile,palustris,XC399383-31683-01fwr mp3.wav
Poecile,palustris,XC419713-Poecile palustris_call_call_2016.03.26.wav
Poecile,palustris,XC349674-sumpfm0820.wav
Poecile,palustris,XC195944-30467_000 - 14 x mp3.wav
Poecile,palustris,XC461880-2019.02.18_07.47_01.wav
Poecile,palustris,SumpfmeiseDuerkenSW24-2-11_7-31xc.wav
Poecile,palustris,XC243661-Sumpfmeise call.wav
Poecile,palustris,XC600385-181120_0043ÜÜ-01a-ö-13NN.wav
Poecile,palustris,XC525917-200208_1337.wav
Poecile,palustris,XC165692-DM650142_B.wav
Poecile,palustris,XC189460-30381 - 5 x mp3.wav
Poecile,palustris,XC374647-170608_1036 1300 SeeHolz_Marsh Tit call.wav
Poecile,palustris,XC598614-181110_0032Ü-02f-ö-18fra mp3.wav
Poecile,palustris,SumpfmKahlbuethN15-2-11_6-45.wav
Poecile,palustris,XC419710-Poecile palustris_call_2016.03.26_11.19_01.wav
Poecile,palustris,XC235323-30715_062-05ri-renw mp3.wav
Poecile,palustris,XC596892-181110_0032Ü-02a-ö-10fra mp3.wav
Poecile,palustris,XC435399-BIF2663-1_PFR13996_2-00_171010_BIO_matit-palustris-1-FC_d_mv_kueborn_REF-S_C.wav
Poecile,palustris,XC161452-131228_0262HEqNR mp3.wav
Poecile,palustris,XC519697-sumpfm0815.wav
Poecile,palustris,XC541413-DM673174_Sum-Hm_cut1_rau1.wav
Poecile,palustris,XC171309-140325umpfmeiseFH2.wav
Poecile,palustris,XC355496-170212_11SumpfmeiseXC.wav
Poecile,palustris,XC421925-DM671811_2Sum_cut1b_rau1.wav
Poecile,palustris,XC189459-30381 - 3 x mp3.wav
Poecile,palustris,XC605452-201121_mp3.0026-01ö (17).wav
Poecile,palustris,XC185962-30315_352 - 5x mp3.wav
Poecile,palustris,XC363767-glanskoppen.wav
Poecile,palustris,XC189946-recording-20140807-094049.wav
Poecile,palustris,XC213769-150126SumpfmeiseGesangFH2edit.wav
Poecile,palustris,XC596899-181110_0032Ü-02f-ö-05fra mp3.wav
Poecile,palustris,XC308918-5105_059-03hiaudequ mp3.wav
Poecile,palustris,XC610344-sumpfmeise0832.wav
